Data As Of,Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
03/02/2022,Michigan,2020,8,2020-02-22,2054,1894,25,404,66,84,61,129,28,41,,542,127,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,9,2020-02-29,1973,1806,28,383,54,100,50,125,16,38,13,522,116,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Michigan,2020,10,2020-03-07,1988,1821,27,397,53,77,53,135,30,47,,499,106,0,0,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,11,2020-03-14,1955,1799,24,360,57,81,60,133,27,45,,502,98,,0,,,,,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),
03/02/2022,Michigan,2020,12,2020-03-21,2035,1894,32,394,67,80,64,101,18,44,10,536,112,22,18,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,13,2020-03-28,2430,2296,28,446,77,98,76,138,32,44,,584,120,236,226,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,14,2020-04-04,3113,2970,35,431,100,126,99,148,22,46,17,672,139,682,657,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,15,2020-04-11,3378,3223,23,394,87,143,66,134,32,37,,683,137,973,926,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,16,2020-04-18,3153,3002,28,392,85,118,50,128,28,35,15,620,116,976,929,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,17,2020-04-25,2800,2646,26,378,86,101,51,126,29,34,12,535,116,781,732,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,18,2020-05-02,2583,2417,29,345,76,131,33,129,19,39,10,532,111,594,556,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,19,2020-05-09,2241,2076,17,387,73,88,36,103,25,31,14,458,91,450,414,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,20,2020-05-16,2160,1993,15,350,76,96,37,86,21,32,10,477,133,290,262,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,21,2020-05-23,2008,1845,17,380,57,87,25,84,14,31,,465,101,231,206,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,22,2020-05-30,1959,1782,20,350,56,71,26,85,24,22,14,474,102,172,149,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,23,2020-06-06,1999,1799,28,393,53,75,22,92,18,36,,474,112,117,107,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,24,2020-06-13,1858,1695,28,374,67,75,17,84,16,38,15,457,103,77,66,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,25,2020-06-20,1882,1682,17,390,58,95,26,89,15,37,,474,79,58,49,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,26,2020-06-27,1916,1717,18,393,59,80,27,95,22,28,12,446,110,48,36,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,27,2020-07-04,1982,1746,21,402,78,95,14,99,18,37,12,468,108,42,32,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,28,2020-07-11,1887,1715,25,406,54,76,19,79,15,37,,470,94,42,33,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,29,2020-07-18,1875,1690,22,414,50,83,15,115,19,34,22,459,88,36,26,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,30,2020-07-25,1889,1702,31,384,52,86,23,91,21,39,15,463,104,36,24,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,31,2020-08-01,1965,1778,31,403,53,78,17,104,21,42,17,479,94,56,47,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,32,2020-08-08,1864,1724,16,351,49,74,23,96,15,33,13,516,103,45,37,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,33,2020-08-15,2023,1842,25,416,48,74,26,94,31,29,18,533,113,61,51,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,34,2020-08-22,1925,1735,24,390,57,94,23,95,26,24,11,450,92,57,46,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,35,2020-08-29,1935,1763,26,424,55,84,23,95,17,40,12,439,98,61,53,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,36,2020-09-05,1959,1782,20,434,56,89,17,93,21,31,14,460,98,54,48,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,37,2020-09-12,1940,1776,19,390,74,76,22,89,11,37,13,472,117,40,30,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,38,2020-09-19,1903,1757,27,393,57,66,19,91,25,41,10,493,96,56,49,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,39,2020-09-26,2006,1831,23,404,44,102,21,103,17,26,13,490,99,52,47,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,40,2020-10-03,2032,1852,20,383,77,89,36,100,16,32,,496,109,78,70,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,41,2020-10-10,2143,1958,23,471,57,107,29,104,24,29,14,507,117,86,72,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,42,2020-10-17,2024,1861,12,389,49,85,27,103,31,38,12,482,109,126,116,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,43,2020-10-24,2202,2044,18,413,64,107,28,96,29,26,11,548,124,164,148,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,44,2020-10-31,2174,1996,20,451,55,83,22,84,18,37,11,499,119,170,151,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,45,2020-11-07,2332,2148,29,380,73,102,34,92,22,47,14,550,110,284,258,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,46,2020-11-14,2423,2238,25,428,58,98,29,103,30,34,13,522,93,394,358,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,47,2020-11-21,2614,2427,18,420,74,106,20,98,22,39,10,550,117,568,506,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,48,2020-11-28,2655,2504,27,411,68,106,30,90,15,35,12,523,130,664,597,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,49,2020-12-05,2802,2632,31,425,57,122,32,92,27,34,11,573,115,776,694,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,50,2020-12-12,2949,2773,17,420,83,113,45,109,24,42,11,566,124,826,760,,,,,,,,,,,,,,,
03/02/2022,Michigan,2020,51,2020-12-19,2756,2595,27,408,62,125,30,93,18,27,,555,128,780,703,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,52,2020-12-26,2625,2434,25,390,71,94,28,91,33,34,,504,135,646,580,,,,,,,,,,,Suppressed (counts 1-9),,,,
03/02/2022,Michigan,2020,53,2021-01-02,2550,2374,23,390,90,96,28,102,30,35,12,516,113,538,483,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,1,2021-01-09,2356,2203,18,388,69,108,26,88,23,44,15,500,111,486,436,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,2,2021-01-16,2396,2218,23,416,61,92,22,103,15,49,22,523,107,421,365,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,3,2021-01-23,2345,2190,23,407,74,93,24,96,25,47,17,523,118,360,319,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,4,2021-01-30,2190,2048,20,387,67,73,33,101,15,41,17,515,119,270,241,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,5,2021-02-06,2290,2114,18,391,73,88,26,113,19,53,15,537,118,271,224,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,6,2021-02-13,2080,1916,24,370,67,86,32,102,25,43,10,486,118,176,135,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,7,2021-02-20,2100,1967,25,395,97,88,21,99,21,33,14,498,111,147,125,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,8,2021-02-27,2062,1888,30,440,59,84,12,86,20,40,13,489,95,116,91,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,9,2021-03-06,2021,1856,25,389,59,83,29,111,26,33,12,465,114,97,78,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,10,2021-03-13,1866,1712,26,384,58,77,18,93,26,35,18,466,92,92,74,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,11,2021-03-20,2014,1840,31,379,58,68,20,103,17,25,15,523,126,117,90,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,12,2021-03-27,2092,1907,16,419,77,55,19,98,23,38,15,496,104,169,149,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,13,2021-04-03,2052,1887,23,399,65,85,18,96,24,30,16,468,99,237,204,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,14,2021-04-10,2333,2131,17,389,65,68,36,97,26,36,20,545,116,321,283,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,15,2021-04-17,2278,2123,10,407,57,73,22,96,22,47,21,493,120,421,372,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,16,2021-04-24,2407,2213,19,388,69,70,20,101,22,41,20,508,107,495,454,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,17,2021-05-01,2324,2149,21,381,68,73,19,86,21,33,19,472,112,438,397,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,18,2021-05-08,2251,2070,18,361,73,79,19,89,21,27,19,513,94,389,356,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,19,2021-05-15,2169,2028,25,385,64,69,24,99,15,39,11,477,101,345,316,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,20,2021-05-22,2202,2020,28,414,67,85,24,95,32,39,15,480,113,271,240,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,21,2021-05-29,2001,1818,21,365,51,81,13,80,26,35,20,487,97,190,165,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,22,2021-06-05,1963,1796,23,384,58,92,16,94,16,38,17,455,94,154,133,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,23,2021-06-12,1976,1806,16,407,60,64,17,88,22,37,13,487,111,109,95,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,24,2021-06-19,1888,1703,19,377,74,82,26,83,22,37,18,422,107,81,68,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,25,2021-06-26,1924,1739,21,385,59,77,25,97,29,39,18,475,94,53,41,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,26,2021-07-03,1873,1691,23,381,55,69,25,95,17,33,22,465,100,33,20,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,27,2021-07-10,1913,1693,33,379,60,66,23,85,28,37,14,460,108,29,18,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,28,2021-07-17,1866,1721,24,407,61,70,27,91,20,28,28,481,94,19,13,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,29,2021-07-24,1894,1714,18,432,48,59,27,93,20,29,19,461,111,33,29,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,30,2021-07-31,1858,1713,21,422,50,75,12,83,24,24,24,487,106,35,25,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,31,2021-08-07,1935,1752,21,416,54,70,19,90,20,35,31,459,100,43,34,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,32,2021-08-14,1959,1760,19,398,58,69,15,89,24,29,34,483,93,87,70,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,33,2021-08-21,2044,1851,25,387,54,74,25,97,31,40,41,492,118,112,100,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,34,2021-08-28,1988,1802,16,427,68,66,22,100,26,17,27,474,100,107,97,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,35,2021-09-04,2091,1919,20,404,59,64,27,93,18,42,37,514,107,157,139,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,36,2021-09-11,2088,1903,43,391,60,56,27,103,28,32,32,470,110,165,152,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,37,2021-09-18,2165,1992,30,455,69,79,21,92,22,37,37,472,87,218,191,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,38,2021-09-25,2068,1910,30,385,58,75,20,90,25,32,41,469,82,211,191,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,39,2021-10-02,2239,2062,25,432,50,90,27,108,20,47,30,483,120,243,223,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,40,2021-10-09,2151,2006,30,393,63,70,28,88,20,32,52,492,110,243,230,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,41,2021-10-16,2187,2045,25,409,63,92,26,94,27,36,40,483,101,297,270,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,42,2021-10-23,2345,2179,25,419,69,67,34,100,32,40,33,500,101,354,328,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,43,2021-10-30,2343,2198,28,421,62,81,27,108,20,34,58,524,102,335,310,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,44,2021-11-06,2412,2254,16,425,67,88,28,122,28,45,50,512,147,339,301,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,45,2021-11-13,2583,2421,19,433,72,112,28,101,25,46,52,532,113,471,437,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,46,2021-11-20,2613,2458,26,420,71,90,41,115,27,32,59,585,102,520,453,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,47,2021-11-27,2836,2676,31,421,78,102,24,119,21,41,79,576,120,687,618,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,48,2021-12-04,2908,2749,25,417,84,107,32,112,28,47,76,552,114,761,706,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,49,2021-12-11,3099,2975,24,455,61,95,32,121,21,38,77,621,135,845,777,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,50,2021-12-18,2895,2776,24,366,80,109,35,113,30,39,99,562,124,808,740,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,51,2021-12-25,2837,2716,33,410,82,92,35,120,26,35,76,545,130,756,687,,,,,,,,,,,,,,,
03/02/2022,Michigan,2021,52,2022-01-01,2696,2582,27,403,66,92,34,102,21,45,82,525,134,643,581,,,,,,,,,,,,,,,
03/02/2022,Michigan,2022,1,2022-01-08,2762,2637,34,374,99,75,35,106,26,46,106,583,115,651,579,,,,,,,,,,,,,,,
03/02/2022,Michigan,2022,2,2022-01-15,2760,2646,27,408,76,91,32,98,31,39,119,582,123,649,569,,,,,,,,,,,,,,,
03/02/2022,Michigan,2022,3,2022-01-22,2730,2608,35,393,85,98,24,118,28,26,118,559,113,630,551,,,,,,,,,,,,,,,
03/02/2022,Michigan,2022,4,2022-01-29,2531,2428,21,365,74,97,21,101,24,49,112,534,129,529,452,,,,,,,,,,,,,,,
03/02/2022,Michigan,2022,5,2022-02-05,2176,2103,25,340,61,77,35,83,20,33,89,494,108,431,368,,,,,,,,,,,,,,,
03/02/2022,Michigan,2022,6,2022-02-12,1515,1474,10,281,36,60,25,75,11,31,97,320,93,230,188,,,,,,,,,,,,,,,
03/02/2022,Michigan,2022,7,2022-02-19,1368,1334,14,243,30,55,16,56,16,26,75,337,75,189,151,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,1,2020-01-04,1009,929,17,219,42,56,17,45,18,10,25,197,47,0,0,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,2,2020-01-11,950,880,10,202,26,51,15,51,15,13,19,199,44,0,0,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,3,2020-01-18,946,874,,198,27,51,10,62,12,,27,174,37,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,4,2020-01-25,955,894,10,185,30,59,19,64,14,15,31,159,45,0,0,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,5,2020-02-01,942,872,,214,19,60,13,40,14,14,14,174,43,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
03/02/2022,Minnesota,2020,6,2020-02-08,919,847,,203,32,48,21,47,,,24,187,46,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,7,2020-02-15,941,870,14,206,30,47,17,40,18,12,24,178,44,0,0,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,8,2020-02-22,913,833,12,188,31,54,22,50,10,17,22,153,47,0,0,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,9,2020-02-29,933,859,12,182,21,61,24,46,16,12,21,181,48,0,0,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,10,2020-03-07,944,862,,187,29,44,29,46,14,19,29,162,45,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
03/02/2022,Minnesota,2020,11,2020-03-14,882,794,,167,29,42,21,53,19,12,29,157,44,0,0,,,Suppressed (counts 1-9),,,,,,,,,,,,
03/02/2022,Minnesota,2020,12,2020-03-21,894,811,12,183,25,51,25,40,14,11,20,167,44,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
03/02/2022,Minnesota,2020,13,2020-03-28,909,833,11,207,30,51,13,46,13,11,18,154,34,12,11,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,14,2020-04-04,928,831,,178,38,59,15,40,11,,25,162,42,25,23,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,15,2020-04-11,943,865,,202,30,46,20,41,15,14,28,155,38,45,45,,,Suppressed (counts 1-9),,,,,,,,,,,,
03/02/2022,Minnesota,2020,16,2020-04-18,955,884,,211,21,53,,47,16,,17,132,47,80,77,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,17,2020-04-25,1016,934,,189,34,38,,27,11,10,18,167,43,148,138,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2020,18,2020-05-02,1042,951,,167,30,60,13,46,13,,18,183,57,157,146,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,19,2020-05-09,1057,974,10,202,35,58,,43,10,,25,145,39,169,154,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,20,2020-05-16,1000,908,,186,36,51,,29,14,,16,157,48,142,135,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,21,2020-05-23,1005,925,12,172,22,54,,43,,,19,154,30,166,157,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,22,2020-05-30,1017,926,10,170,28,57,10,42,15,,21,159,40,156,142,,,,,,,,,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,23,2020-06-06,1038,958,10,205,34,43,,33,16,,18,166,44,152,136,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,24,2020-06-13,973,869,12,207,25,49,11,39,10,11,19,162,41,90,79,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,25,2020-06-20,941,853,,209,24,53,,48,15,,14,150,45,68,54,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,26,2020-06-27,840,756,,176,13,44,,43,13,15,23,130,42,54,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2020,27,2020-07-04,876,781,,175,21,41,,36,,,23,156,39,44,34,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,28,2020-07-11,865,763,,174,31,38,,39,12,11,,151,39,32,27,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,
03/02/2022,Minnesota,2020,29,2020-07-18,869,767,,189,14,43,,37,11,,18,156,43,38,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,30,2020-07-25,878,787,,191,31,43,10,49,11,14,19,133,43,34,26,,,Suppressed (counts 1-9),,,,,,,,,,,,
03/02/2022,Minnesota,2020,31,2020-08-01,818,734,,171,36,40,,40,,10,21,136,33,36,29,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
03/02/2022,Minnesota,2020,32,2020-08-08,897,799,,198,21,35,,35,,,15,175,34,46,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,33,2020-08-15,888,803,,201,24,39,,27,15,12,12,173,35,51,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2020,34,2020-08-22,907,815,,204,25,44,,46,13,,18,155,35,59,50,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,35,2020-08-29,919,825,,192,42,51,,40,12,13,13,163,48,41,28,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2020,36,2020-09-05,895,797,,190,26,53,,41,,,17,161,32,51,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,37,2020-09-12,893,805,12,178,29,48,,37,,,13,163,44,57,46,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,38,2020-09-19,957,858,,219,30,43,,35,10,,18,165,67,47,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,39,2020-09-26,969,883,,201,29,55,,35,15,16,26,169,39,57,46,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2020,40,2020-10-03,886,792,,185,18,33,,35,12,,22,141,42,73,59,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,41,2020-10-10,1013,912,11,198,30,50,,48,,,21,168,37,85,72,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,42,2020-10-17,953,878,11,203,34,46,,39,,12,18,146,31,100,89,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
03/02/2022,Minnesota,2020,43,2020-10-24,1030,958,,207,29,42,,41,13,,31,172,35,124,111,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,44,2020-10-31,1075,985,11,202,26,41,,48,10,,24,154,56,156,136,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,45,2020-11-07,1145,1055,,183,25,64,,52,,,25,172,45,218,185,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,46,2020-11-14,1196,1109,11,197,20,49,,32,15,15,30,175,50,282,250,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2020,47,2020-11-21,1326,1243,12,188,28,44,10,36,21,11,26,195,52,407,370,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,48,2020-11-28,1397,1313,16,209,31,58,10,42,18,15,20,179,43,444,392,,,,,,,,,,,,,,,
03/02/2022,Minnesota,2020,49,2020-12-05,1334,1252,,186,28,63,,45,10,,25,169,43,471,416,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,50,2020-12-12,1382,1292,,183,27,66,,48,18,12,28,157,46,482,422,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2020,51,2020-12-19,1269,1179,10,198,36,56,,29,10,,24,156,59,407,355,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,52,2020-12-26,1203,1125,12,179,39,43,,40,16,,29,174,55,328,273,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2020,53,2021-01-02,1187,1105,,196,28,55,,46,,,32,183,57,281,234,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2021,1,2021-01-09,1138,1056,16,218,39,53,,40,,,15,149,51,239,192,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2021,2,2021-01-16,1079,990,13,194,23,38,,38,13,13,22,167,44,215,174,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2021,3,2021-01-23,948,873,,186,26,31,,35,12,15,20,159,53,133,102,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2021,4,2021-01-30,924,844,,182,23,44,,41,13,,21,167,38,121,93,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2021,5,2021-02-06,983,881,,209,23,35,,41,11,,26,155,55,99,74,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
03/02/2022,Minnesota,2021,6,2021-02-13,914,833,,198,28,41,,25,,14,16,169,40,93,72,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
03/02/2022,Minnesota,2021,7,2021-02-20,904,824,,196,25,46,,43,12,11,28,153,31,65,45,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2021,8,2021-02-27,968,859,10,222,29,45,,41,16,11,21,167,51,48,29,,,,,,,Suppressed (counts 1-9),,,,,,,,
03/02/2022,Minnesota,2021,9,2021-03-06,931,839,,182,30,39,,44,,14,16,164,53,55,41,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
03/02/2022,Minnesota,2021,10,2021-03-13,865,787,11,182,32,42,,34,18,,19,168,41,59,34,,,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
